分析时间,代码,名称,所属板块,当前涨跌幅(%),流通市值(亿),失败原因,最近涨停日,综合评分,filter_stock是否通过,分钟条件是否通过,分钟失败原因
2026-07-29 02:11:14,603402,陕西旅游,旅游及景区,0.24,16.78,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002242,九阳股份,小家电,0.22,68.93,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600724,宁波富达,房地产服务,0.21,69.94,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000593,德龙汇能,燃气Ⅱ,0.17,61.66,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600126,杭钢股份,普钢,0.16,206.01,"板块均值 1.98%, 个股涨幅 0.16%",,,否,,
2026-07-29 02:11:14,600113,浙江东日,一般零售,0.14,117.83,"板块均值 2.84%, 个股涨幅 0.14%",,,否,,
2026-07-29 02:11:14,000417,合百集团,一般零售,0.0,44.09,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002700,万憬能源,燃气Ⅱ,0.0,23.29,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600773,西藏城投,房地产开发,0.0,99.73,"板块均值 1.53%, 个股涨幅 0.00%",,,否,,
2026-07-29 02:11:14,000656,金科股份,房地产开发,0.0,94.08,"板块均值 1.53%, 个股涨幅 0.00%",,,否,,
2026-07-29 02:11:14,002457,青龙管业,装修建材,-0.1,33.39,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,603856,东宏股份,装修建材,-0.27,30.94,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,603377,ST东时,教育,-0.35,20.46,ST股,,,否,,
2026-07-29 02:11:14,600162,香江控股,房地产开发,-0.37,87.27,"板块均值 1.53%, 个股涨幅 -0.37%",,,否,,
2026-07-29 02:11:14,605090,九丰能源,燃气Ⅱ,-0.44,222.7,"板块均值 1.12%, 个股涨幅 -0.44%",,,否,,
2026-07-29 02:11:14,600743,华远控股,房地产服务,-0.46,50.91,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,603038,华立股份,装修建材,-0.5,31.84,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000036,华联控股,房地产开发,-0.51,54.86,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002652,扬子新材,装修建材,-0.56,18.08,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600857,宁波中百,一般零售,-0.57,35.46,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,603378,*ST亚士,装修建材,-0.58,21.99,ST股,,,否,,
2026-07-29 02:11:14,002306,ST云网,酒店餐饮,-0.58,13.82,ST股,,,否,,
2026-07-29 02:11:14,000669,ST金鸿,燃气Ⅱ,-0.88,23.0,ST股,,,否,,
2026-07-29 02:11:14,000006,深振业Ａ,房地产开发,-0.93,85.99,"板块均值 1.53%, 个股涨幅 -0.93%",,,否,,
2026-07-29 02:11:14,603779,威龙股份,非白酒,-1.01,22.75,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000838,*ST发展,房地产开发,-1.26,24.87,ST股,,,否,,
2026-07-29 02:11:14,002650,ST加加,调味发酵品Ⅱ,-1.27,60.33,ST股,,,否,,
2026-07-29 02:11:14,603123,翠微股份,一般零售,-1.33,58.12,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002005,德豪润达,小家电,-1.36,38.19,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600605,汇通能源,一般零售,-1.58,50.15,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600683,京投发展,房地产开发,-1.67,56.74,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000608,阳光股份,房地产开发,-1.77,45.47,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000620,盈新发展,房地产开发,-2.26,121.0,"板块均值 1.53%, 个股涨幅 -2.26%",,,否,,
2026-07-29 02:11:14,002066,瑞泰科技,装修建材,-2.35,47.08,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600791,京能置业,房地产开发,-2.5,28.27,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,603219,富佳股份,小家电,-2.51,69.73,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600748,上实发展,房地产开发,-2.7,66.4,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002785,万里石,装修建材,-3.01,62.4,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,605318,法狮龙,装修建材,-3.27,91.19,"板块均值 0.99%, 个股涨幅 -3.27%",,,否,,
2026-07-29 02:11:14,603156,养元饮品,饮料乳品,-3.62,446.52,"板块均值 6.48%, 个股涨幅 -3.62%",,,否,,
2026-07-29 02:11:14,000672,上峰材料,水泥,-4.03,120.01,"板块均值 1.76%, 个股涨幅 -4.03%",,,否,,
2026-07-29 02:11:14,001259,利仁科技,小家电,-4.09,19.52,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,001212,中旗新材,装修建材,-4.14,58.83,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002718,友邦吊顶,装修建材,-4.2,76.12,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,003030,祖名股份,农产品加工,-4.65,17.76,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600186,莲花控股,调味发酵品Ⅱ,-4.79,145.81,"板块均值 2.31%, 个股涨幅 -4.79%",,,否,,
2026-07-29 02:11:14,600246,万通发展,房地产开发,-6.55,220.99,"板块均值 1.53%, 个股涨幅 -6.55%",,,否,,
2026-07-29 02:11:14,600617,国新能源,燃气Ⅱ,-6.83,60.55,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,001331,胜通能源,燃气Ⅱ,-7.08,114.08,"板块均值 1.12%, 个股涨幅 -7.08%",,,否,,
2026-07-29 02:11:14,002208,合肥城建,房地产开发,-8.26,93.64,"板块均值 1.53%, 个股涨幅 -8.26%",,,否,,
2026-07-29 02:11:14,002828,贝肯能源,油服工程,nan,24.98,停牌,,,否,,
2026-07-29 02:11:14,002267,陕天然气,燃气Ⅱ,1.81,81.4,周线未呈多头排列,,,否,,
2026-07-29 02:11:14,600606,绿地控股,房地产开发,1.59,179.89,均线未呈多头排列,,,否,,
2026-07-29 02:11:14,002705,新宝股份,小家电,1.59,93.12,均线未呈多头排列,,,否,,
2026-07-29 02:11:14,600928,西安银行,城商行Ⅱ,1.68,160.57,周线未呈多头排列,,,否,,
2026-07-29 02:11:14,600926,杭州银行,城商行Ⅱ,1.56,1182.31,均线未向上倾斜,,,否,,
2026-07-29 02:11:14,600635,大众公用,燃气Ⅱ,1.35,109.09,均线未向上倾斜,,,否,,
2026-07-29 02:11:14,002936,郑州银行,城商行Ⅱ,1.68,127.93,周线未呈多头排列,,,否,,
