分析时间,代码,名称,所属板块,当前涨跌幅(%),流通市值(亿),失败原因,最近涨停日,综合评分,filter_stock是否通过,分钟条件是否通过,分钟失败原因
2026-07-29 02:11:14,600848,上海临港,房地产开发,2.3,202.29,均线未呈多头排列,,,否,,
2026-07-29 02:11:14,000572,海马汽车,乘用车,2.23,60.11,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600802,福建水泥,水泥,2.22,18.97,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600663,陆家嘴,房地产开发,2.45,237.94,周线未呈多头排列,,,否,,
2026-07-29 02:11:14,600675,中华企业,房地产开发,2.3,134.22,均线未呈多头排列,,,否,,
2026-07-29 02:11:14,002594,比亚迪,乘用车,2.2,3326.23,"板块均值 2.99%, 个股涨幅 2.20%",,,否,,
2026-07-29 02:11:14,003006,百亚股份,个护用品,2.2,61.71,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000796,凯撒旅业,旅游及景区,2.19,49.64,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,603099,长白山,旅游及景区,2.28,102.73,均线未向上倾斜,,,否,,
2026-07-29 02:11:14,000797,中国武夷,房地产开发,2.18,36.75,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,603708,家家悦,一般零售,2.17,60.0,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000882,华联股份,一般零售,2.17,38.57,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601808,中海油服,油服工程,2.16,363.55,"板块均值 2.66%, 个股涨幅 2.16%",,,否,,
2026-07-29 02:11:14,000090,天健集团,房地产开发,2.16,61.85,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600880,博瑞传播,教育,2.16,41.43,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002719,ST麦趣,休闲食品,2.14,9.28,ST股,,,否,,
2026-07-29 02:11:14,002088,鲁阳节能,装修建材,2.14,36.23,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600383,金地集团,房地产开发,2.26,102.03,均线未呈多头排列,,,否,,
2026-07-29 02:11:14,603199,九华旅游,旅游及景区,2.12,35.78,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600690,海尔智家,白色家电,2.32,1433.19,周线未呈多头排列,,,否,,
2026-07-29 02:11:14,600573,惠泉啤酒,非白酒,2.12,24.12,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,605368,蓝天燃气,燃气Ⅱ,2.11,48.38,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,605009,豪悦护理,个护用品,2.1,51.14,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000619,海螺新材,装修建材,2.09,15.8,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,603136,天目湖,旅游及景区,2.09,23.72,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000761,本钢板材,普钢,2.2,86.03,均线未向上倾斜,,,否,,
2026-07-29 02:11:14,001914,招商积余,房地产服务,2.13,95.89,均线未向上倾斜,,,否,,
2026-07-29 02:11:14,002694,*ST顾地,装修建材,2.08,14.09,ST股,,,否,,
2026-07-29 02:11:14,600585,海螺水泥,水泥,2.12,729.47,均线未向上倾斜,,,否,,
2026-07-29 02:11:14,603043,广州酒家,休闲食品,2.07,77.51,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,605169,洪通燃气,燃气Ⅱ,2.07,27.92,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600258,首旅酒店,酒店餐饮,2.06,138.57,"板块均值 3.16%, 个股涨幅 2.06%",,,否,,
2026-07-29 02:11:14,600064,南京高科,房地产开发,2.25,133.93,周线未呈多头排列,,,否,,
2026-07-29 02:11:14,000789,万年青,水泥,2.05,31.74,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600022,山东钢铁,普钢,2.24,146.57,周线未呈多头排列,,,否,,
2026-07-29 02:11:14,002419,天虹股份,一般零售,2.04,51.47,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002133,广宇集团,房地产开发,2.04,19.25,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600694,大商股份,一般零售,2.03,55.23,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002292,奥飞娱乐,影视院线,2.02,82.24,"板块均值 2.15%, 个股涨幅 2.02%",,,否,,
2026-07-29 02:11:14,600307,酒钢宏兴,普钢,2.08,92.07,均线未向上倾斜,,,否,,
2026-07-29 02:11:14,000007,全新好,一般零售,2.0,31.8,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601139,深圳燃气,燃气Ⅱ,2.21,186.41,周线未呈多头排列,,,否,,
2026-07-29 02:11:14,002285,世联行,房地产服务,1.96,41.08,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600622,光大嘉宝,房地产开发,1.96,31.19,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002069,獐子岛,渔业,1.96,22.16,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,603868,飞科电器,小家电,2.08,132.73,均线未呈多头排列,,,否,,
2026-07-29 02:11:14,002343,慈文传媒,影视院线,1.94,22.45,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601009,南京银行,城商行Ⅱ,2.19,1439.12,周线未呈多头排列,,,否,,
2026-07-29 02:11:14,601128,常熟银行,农商行Ⅱ,2.08,232.39,均线未向上倾斜,,,否,,
2026-07-29 02:11:14,000926,福星股份,房地产开发,1.93,33.19,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000709,河钢股份,普钢,1.92,219.11,"板块均值 1.98%, 个股涨幅 1.92%",,,否,,
2026-07-29 02:11:14,002333,罗普斯金,装修建材,1.91,35.59,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000723,美锦能源,焦炭Ⅱ,1.99,157.35,均线未向上倾斜,,,否,,
2026-07-29 02:11:14,000401,金隅冀东,水泥,1.95,96.31,均线未呈多头排列,,,否,,
2026-07-29 02:11:14,002495,佳隆股份,调味发酵品Ⅱ,1.88,15.06,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002186,全 聚 德,酒店餐饮,1.88,28.26,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000501,武商集团,一般零售,1.88,54.01,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600649,城投控股,房地产开发,1.93,92.67,均线未呈多头排列,,,否,,
2026-07-29 02:11:14,000610,*ST西旅,旅游及景区,1.86,12.88,ST股,,,否,,
2026-07-29 02:11:14,601577,长沙银行,城商行Ⅱ,1.93,381.56,均线未向上倾斜,,,否,,
2026-07-29 02:11:14,002329,皇氏集团,饮料乳品,1.86,21.44,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,603182,嘉华股份,农产品加工,1.86,18.94,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000011,深物业A,房地产开发,1.85,40.49,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002398,垒知集团,装修建材,1.84,23.27,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000505,京粮控股,农产品加工,1.83,35.1,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002146,荣盛发展,房地产开发,1.83,43.42,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600339,中油工程,油服工程,1.82,187.04,"板块均值 2.66%, 个股涨幅 1.82%",,,否,,
2026-07-29 02:11:14,600665,天地源,房地产开发,1.82,24.2,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,603288,海天味业,调味发酵品Ⅱ,1.81,2095.23,"板块均值 2.31%, 个股涨幅 1.81%",,,否,,
2026-07-29 02:11:14,000651,格力电器,白色家电,2.06,2299.36,近20日无涨停,,,否,,
2026-07-29 02:11:14,002159,三特索道,旅游及景区,1.81,17.89,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002668,TCL智家,白色家电,1.81,115.78,"板块均值 1.93%, 个股涨幅 1.81%",,,否,,
2026-07-29 02:11:14,000959,首钢股份,普钢,1.8,295.08,"板块均值 1.98%, 个股涨幅 1.80%",,,否,,
2026-07-29 02:11:14,603101,汇嘉时代,一般零售,1.8,34.53,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000333,美的集团,白色家电,1.79,5980.7,"板块均值 1.93%, 个股涨幅 1.79%",,,否,,
2026-07-29 02:11:14,601686,友发集团,普钢,1.78,76.04,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,603103,横店影视,影视院线,1.78,87.08,"板块均值 2.15%, 个股涨幅 1.78%",,,否,,
2026-07-29 02:11:14,600872,中炬高新,调味发酵品Ⅱ,1.78,149.96,"板块均值 2.31%, 个股涨幅 1.78%",,,否,,
2026-07-29 02:11:14,600059,古越龙山,非白酒,1.78,72.92,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600305,恒顺醋业,调味发酵品Ⅱ,1.77,76.1,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000058,深 赛 格,一般零售,1.75,62.83,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,603231,索宝蛋白,农产品加工,1.74,15.51,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000897,津滨发展,房地产开发,1.74,28.3,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600977,中国电影,影视院线,1.74,229.83,"板块均值 2.15%, 个股涨幅 1.74%",,,否,,
2026-07-29 02:11:14,002839,张家港行,农商行Ⅱ,2.05,109.65,周线未呈多头排列,,,否,,
2026-07-29 02:11:14,000573,粤宏远Ａ,房地产开发,1.71,22.6,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,001330,博纳影业,影视院线,1.71,55.47,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002807,江阴银行,农商行Ⅱ,2.01,110.03,周线未呈多头排列,,,否,,
2026-07-29 02:11:14,600104,上汽集团,乘用车,1.7,1236.89,"板块均值 2.99%, 个股涨幅 1.70%",,,否,,
2026-07-29 02:11:14,600327,大东方,一般零售,1.69,31.85,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002086,东方海洋,农产品加工,1.69,28.46,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601005,重庆钢铁,普钢,1.68,100.6,"板块均值 1.98%, 个股涨幅 1.68%",,,否,,
2026-07-29 02:11:14,000019,深粮控股,农产品加工,1.68,25.26,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002911,佛燃能源,燃气Ⅱ,1.89,143.56,周线未呈多头排列,,,否,,
2026-07-29 02:11:14,600019,宝钢股份,普钢,1.68,1299.84,"板块均值 1.98%, 个股涨幅 1.68%",,,否,,
2026-07-29 02:11:14,600266,城建发展,房地产开发,1.72,85.73,均线未呈多头排列,,,否,,
2026-07-29 02:11:14,000402,金 融 街,房地产开发,1.67,72.62,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002110,三钢闽光,普钢,1.66,74.57,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600097,开创国际,渔业,1.66,19.18,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,603689,皖天然气,燃气Ⅱ,1.63,39.21,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000869,张  裕Ａ,非白酒,1.63,79.55,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600583,海油工程,油服工程,1.63,247.6,"板块均值 2.66%, 个股涨幅 1.63%",,,否,,
2026-07-29 02:11:14,603215,比依股份,小家电,1.59,25.14,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600740,山西焦化,焦炭Ⅱ,1.7,91.72,均线未向上倾斜,,,否,,
2026-07-29 02:11:14,603323,苏农银行,农商行Ⅱ,1.89,95.92,周线未呈多头排列,,,否,,
2026-07-29 02:11:14,605098,行动教育,教育,1.58,68.15,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002818,富森美,一般零售,1.58,32.58,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600790,轻纺城,一般零售,1.58,47.05,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600138,中青旅,旅游及景区,1.57,51.47,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601528,瑞丰银行,农商行Ⅱ,1.87,90.93,周线未呈多头排列,,,否,,
2026-07-29 02:11:14,000978,桂林旅游,旅游及景区,1.55,27.53,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002033,丽江股份,旅游及景区,1.53,47.37,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000752,*ST西发,非白酒,1.52,21.21,ST股,,,否,,
2026-07-29 02:11:14,000558,天府文旅,旅游及景区,1.52,43.04,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,603878,武进不锈,普钢,1.52,26.32,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002093,国脉科技,教育,1.51,67.8,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000921,海信家电,白色家电,1.51,242.03,"板块均值 1.93%, 个股涨幅 1.51%",,,否,,
2026-07-29 02:11:14,603053,成都燃气,燃气Ⅱ,1.51,77.87,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600639,浦东金桥,房地产开发,1.51,80.09,"板块均值 1.53%, 个股涨幅 1.51%",,,否,,
2026-07-29 02:11:14,002627,三峡旅游,旅游及景区,1.5,42.66,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000972,中基健康,农产品加工,1.5,26.07,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601155,新城控股,房地产开发,1.48,262.55,"板块均值 1.53%, 个股涨幅 1.48%",,,否,,
2026-07-29 02:11:14,600684,珠江股份,房地产服务,1.47,29.53,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600792,云煤能源,焦炭Ⅱ,1.47,38.29,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000888,峨眉山Ａ,旅游及景区,1.47,50.9,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002247,聚力文化,装修建材,1.46,13.45,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002314,南山控股,房地产开发,1.46,27.97,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000526,学大教育,教育,1.45,40.69,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600692,亚通股份,房地产开发,1.45,14.26,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002403,爱仕达,小家电,1.44,25.17,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601992,金隅集团,水泥,1.44,117.51,"板块均值 1.76%, 个股涨幅 1.44%",,,否,,
2026-07-29 02:11:14,600136,ST明诚,房地产服务,1.43,27.59,ST股,,,否,,
2026-07-29 02:11:14,600854,春兰股份,白色家电,1.43,22.08,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600249,两面针,个护用品,1.43,27.28,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600604,市北高新,房地产开发,1.42,60.38,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000798,中水渔业,渔业,1.42,28.72,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600515,海南机场,房地产开发,1.41,263.35,"板块均值 1.53%, 个股涨幅 1.41%",,,否,,
2026-07-29 02:11:14,002511,中顺洁柔,个护用品,1.4,91.46,"板块均值 2.31%, 个股涨幅 1.40%",,,否,,
2026-07-29 02:11:14,603682,锦和商管,一般零售,1.4,41.2,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600467,好当家,渔业,1.4,31.7,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600871,石化油服,油服工程,1.39,296.68,"板块均值 2.66%, 个股涨幅 1.39%",,,否,,
2026-07-29 02:11:14,002707,众信旅游,旅游及景区,1.39,44.2,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002671,龙泉股份,水泥,1.39,20.13,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002948,青岛银行,城商行Ⅱ,1.39,205.7,"板块均值 1.44%, 个股涨幅 1.39%",,,否,,
2026-07-29 02:11:14,002059,云南旅游,旅游及景区,1.39,43.06,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601828,美凯龙,一般零售,1.38,79.83,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601077,渝农商行,农商行Ⅱ,1.37,587.74,"板块均值 1.59%, 个股涨幅 1.37%",,,否,,
2026-07-29 02:11:14,002205,国统股份,水泥,1.37,17.88,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,603777,来伊份,休闲食品,1.37,44.41,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,001227,兰州银行,城商行Ⅱ,1.86,92.36,周线未呈多头排列,,,否,,
2026-07-29 02:11:14,600336,澳柯玛,白色家电,1.35,48.04,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600903,贵州燃气,燃气Ⅱ,1.34,70.65,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600749,西藏旅游,旅游及景区,1.34,30.96,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002302,西部建设,水泥,1.34,57.44,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600593,大连圣亚,旅游及景区,1.33,48.22,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600159,大龙地产,房地产开发,1.32,19.17,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002958,青农商行,农商行Ⅱ,1.32,166.99,"板块均值 1.59%, 个股涨幅 1.32%",,,否,,
2026-07-29 02:11:14,600658,电子城,房地产开发,1.31,43.29,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002142,宁波银行,城商行Ⅱ,1.29,2127.0,"板块均值 1.44%, 个股涨幅 1.29%",,,否,,
2026-07-29 02:11:14,603619,中曼石油,油服工程,1.29,98.39,"板块均值 2.66%, 个股涨幅 1.29%",,,否,,
2026-07-29 02:11:14,600908,无锡银行,农商行Ⅱ,1.29,109.96,"板块均值 1.59%, 个股涨幅 1.29%",,,否,,
2026-07-29 02:11:14,000430,张家界,旅游及景区,1.28,23.42,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,603080,新疆火炬,燃气Ⅱ,1.28,25.65,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601665,齐鲁银行,城商行Ⅱ,1.28,388.31,"板块均值 1.44%, 个股涨幅 1.28%",,,否,,
2026-07-29 02:11:14,600054,黄山旅游,旅游及景区,1.27,57.18,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600736,苏州高新,房地产开发,1.27,73.22,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601997,贵阳银行,城商行Ⅱ,1.25,208.04,"板块均值 1.44%, 个股涨幅 1.25%",,,否,,
2026-07-29 02:11:14,002905,金逸影视,影视院线,1.25,25.44,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601015,陕西黑猫,焦炭Ⅱ,1.25,65.97,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600238,*ST椰岛,非白酒,1.23,18.39,ST股,,,否,,
2026-07-29 02:11:14,603755,日辰股份,调味发酵品Ⅱ,1.21,20.62,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601588,北辰实业,房地产开发,1.2,44.69,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601169,北京银行,城商行Ⅱ,1.18,1088.86,"板块均值 1.44%, 个股涨幅 1.18%",,,否,,
2026-07-29 02:11:14,603721,中广天择,影视院线,1.18,20.09,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600681,百川能源,燃气Ⅱ,1.18,45.82,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600569,安阳钢铁,普钢,1.16,49.98,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601633,长城汽车,乘用车,1.16,1033.79,"板块均值 2.99%, 个股涨幅 1.16%",,,否,,
2026-07-29 02:11:14,601860,紫金银行,农商行Ⅱ,1.16,92.7,"板块均值 1.59%, 个股涨幅 1.16%",,,否,,
2026-07-29 02:11:14,002739,儒意电影,影视院线,1.15,182.59,"板块均值 2.15%, 个股涨幅 1.15%",,,否,,
2026-07-29 02:11:14,600408,安泰集团,焦炭Ⅱ,1.15,26.68,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002259,升达林业,燃气Ⅱ,1.13,27.01,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,003037,三和管桩,水泥,1.12,32.53,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600576,祥源文旅,旅游及景区,1.1,36.52,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000679,大连友谊,一般零售,1.1,19.67,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600127,金健米业,农产品加工,1.09,35.75,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600543,*ST莫高,非白酒,1.09,11.91,ST股,,,否,,
2026-07-29 02:11:14,002188,中天服务,房地产服务,1.09,11.92,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600094,大名城,房地产开发,1.09,79.1,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000718,苏宁环球,房地产开发,1.08,42.9,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002554,惠博普,油服工程,1.08,37.47,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601229,上海银行,城商行Ⅱ,1.07,1345.6,"板块均值 1.44%, 个股涨幅 1.07%",,,否,,
2026-07-29 02:11:14,002641,公元股份,装修建材,1.07,42.75,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,001206,依依股份,个护用品,1.06,17.39,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000778,新兴铸管,普钢,1.06,148.73,"板块均值 1.98%, 个股涨幅 1.06%",,,否,,
2026-07-29 02:11:14,600648,外高桥,房地产开发,1.06,97.73,"板块均值 1.53%, 个股涨幅 1.06%",,,否,,
2026-07-29 02:11:14,000056,*ST皇庭,房地产服务,1.06,17.26,ST股,,,否,,
2026-07-29 02:11:14,600917,重庆燃气,燃气Ⅱ,1.04,75.55,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000407,胜利股份,燃气Ⅱ,1.03,34.24,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600533,栖霞建设,房地产开发,1.03,20.68,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000929,兰州黄河,非白酒,1.02,14.71,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600257,大湖股份,渔业,1.0,24.3,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002596,海南瑞泽,水泥,0.99,35.08,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600708,光明地产,房地产开发,0.99,67.87,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600668,尖峰集团,水泥,0.98,29.65,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600340,*ST华幸,房地产开发,0.96,40.88,ST股,,,否,,
2026-07-29 02:11:14,002629,仁智股份,油服工程,0.95,15.32,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600725,云维股份,焦炭Ⅱ,0.94,39.69,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,001328,登康口腔,个护用品,0.94,51.94,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601187,厦门银行,城商行Ⅱ,0.93,199.08,"板块均值 1.44%, 个股涨幅 0.93%",,,否,,
2026-07-29 02:11:14,000717,中南股份,普钢,0.93,52.83,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601512,中新集团,房地产开发,0.91,116.61,"板块均值 1.53%, 个股涨幅 0.91%",,,否,,
2026-07-29 02:11:14,600962,国投中鲁,农产品加工,0.89,62.43,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600730,*ST高科,教育,0.89,53.44,ST股,,,否,,
2026-07-29 02:11:14,600251,冠农股份,农产品加工,0.88,71.64,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,603706,东方环宇,燃气Ⅱ,0.87,34.94,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002392,北京利尔,装修建材,0.86,81.84,"板块均值 0.99%, 个股涨幅 0.86%",,,否,,
2026-07-29 02:11:14,600919,江苏银行,城商行Ⅱ,0.86,2141.6,"板块均值 1.44%, 个股涨幅 0.86%",,,否,,
2026-07-29 02:11:14,601825,沪农商行,农商行Ⅱ,0.84,790.27,"板块均值 1.59%, 个股涨幅 0.84%",,,否,,
2026-07-29 02:11:14,600510,黑牡丹,房地产开发,0.83,62.64,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600376,首开股份,房地产开发,0.83,94.15,"板块均值 1.53%, 个股涨幅 0.83%",,,否,,
2026-07-29 02:11:14,603616,韩建河山,水泥,0.83,18.68,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000521,长虹美菱,白色家电,0.83,42.71,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600173,卧龙新能,房地产开发,0.82,43.08,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600322,津投城开,房地产开发,0.81,27.64,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,601011,宝泰隆,焦炭Ⅱ,0.8,48.47,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,002356,鹏飞绿能,一般零售,0.78,33.83,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600678,ST金顶,水泥,0.77,18.22,ST股,,,否,,
2026-07-29 02:11:14,601838,成都银行,城商行Ⅱ,0.76,785.81,"板块均值 1.44%, 个股涨幅 0.76%",,,否,,
2026-07-29 02:11:14,000029,深深房Ａ,房地产开发,0.74,170.13,"板块均值 1.53%, 个股涨幅 0.74%",,,否,,
2026-07-29 02:11:14,600737,中粮糖业,农产品加工,0.74,261.15,"板块均值 1.96%, 个股涨幅 0.74%",,,否,,
2026-07-29 02:11:14,002177,御银股份,一般零售,0.73,37.46,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000911,*ST广糖,农产品加工,0.72,16.89,ST股,,,否,,
2026-07-29 02:11:14,600088,中视传媒,影视院线,0.72,44.34,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600449,宁夏建材,水泥,0.68,56.95,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000609,*ST中迪,房地产开发,0.66,26.75,ST股,,,否,,
2026-07-29 02:11:14,600231,凌钢股份,普钢,0.6,47.37,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,001299,美能能源,燃气Ⅱ,0.53,26.84,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600007,中国国贸,房地产开发,0.53,190.58,"板块均值 1.53%, 个股涨幅 0.53%",,,否,,
2026-07-29 02:11:14,600333,长春燃气,燃气Ⅱ,0.52,35.2,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,600010,包钢股份,普钢,0.46,682.74,"板块均值 1.98%, 个股涨幅 0.46%",,,否,,
2026-07-29 02:11:14,601963,重庆银行,城商行Ⅱ,0.45,229.44,"板块均值 1.44%, 个股涨幅 0.45%",,,否,,
2026-07-29 02:11:14,002695,煌上煌,休闲食品,0.44,46.39,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,000016,*ST康佳A,白色家电,0.39,41.03,ST股,,,否,,
2026-07-29 02:11:14,600082,ST海泰,房地产开发,0.38,16.68,ST股,,,否,,
2026-07-29 02:11:14,600208,衢州发展,房地产开发,0.36,239.92,"板块均值 1.53%, 个股涨幅 0.36%",,,否,,
2026-07-29 02:11:14,002225,濮耐股份,装修建材,0.29,33.11,流通市值不足 80 亿,,,否,,
2026-07-29 02:11:14,605555,德昌股份,小家电,0.27,53.63,流通市值不足 80 亿,,,否,,
